,Unnamed: 0,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
51,51.0,Kerem Yusuf Ersunar,50.0,71.0,130000.0,500.0,11.0,9.0,10.0,15.0,7.0,11.0,13.0,14.0,17.0,19.0,28.0,20.0,38.0,34.0,29.0,41.0,32.0,26.0,53.0,5.0,21.0,10.0,4.0,37.0,17.0,26.0,7.0,10.0,13.0,55.0,50.0,54.0,45.0,55.0
59,59.0,Juan Diego Gil Castaño,56.0,74.0,325000.0,500.0,16.0,7.0,11.0,20.0,6.0,7.0,11.0,11.0,30.0,20.0,33.0,30.0,38.0,56.0,45.0,43.0,68.0,22.0,22.0,7.0,20.0,8.0,8.0,38.0,30.0,30.0,6.0,10.0,12.0,54.0,53.0,57.0,55.0,57.0
17,17.0,Harrison Sharp,52.0,66.0,170000.0,600.0,14.0,5.0,14.0,19.0,5.0,13.0,14.0,13.0,28.0,17.0,24.0,22.0,29.0,43.0,36.0,40.0,47.0,26.0,56.0,9.0,17.0,8.0,4.0,26.0,12.0,37.0,7.0,10.0,14.0,54.0,52.0,53.0,50.0,51.0
26,26.0,Filip Chalupniczak,51.0,61.0,110000.0,800.0,10.0,7.0,14.0,17.0,8.0,9.0,12.0,11.0,27.0,12.0,26.0,32.0,34.0,41.0,24.0,38.0,37.0,16.0,67.0,8.0,22.0,9.0,5.0,21.0,11.0,28.0,9.0,10.0,13.0,50.0,52.0,51.0,51.0,52.0
53,53.0,Daniel Alexis Leite Figueira,73.0,80.0,5000000.0,5000.0,12.0,8.0,14.0,24.0,8.0,14.0,12.0,14.0,22.0,18.0,26.0,29.0,36.0,73.0,32.0,51.0,40.0,24.0,70.0,8.0,22.0,15.0,9.0,45.0,15.0,36.0,13.0,15.0,11.0,72.0,69.0,68.0,71.0,75.0
57,57.0,Sorin Mogoșanu,60.0,61.0,190000.0,2000.0,12.0,5.0,10.0,22.0,5.0,13.0,14.0,12.0,27.0,14.0,43.0,35.0,50.0,46.0,47.0,45.0,61.0,23.0,49.0,9.0,33.0,8.0,4.0,23.0,19.0,29.0,6.0,14.0,12.0,64.0,56.0,60.0,59.0,62.0
42,42.0,Altay Bayındır,78.0,82.0,16000000.0,39000.0,11.0,10.0,14.0,35.0,15.0,10.0,10.0,14.0,43.0,16.0,30.0,31.0,51.0,70.0,24.0,54.0,58.0,31.0,68.0,11.0,29.0,14.0,14.0,55.0,16.0,62.0,14.0,13.0,10.0,78.0,75.0,72.0,76.0,82.0
12,12.0,Jordan Amissah,52.0,66.0,170000.0,2000.0,13.0,9.0,13.0,16.0,5.0,14.0,14.0,14.0,24.0,13.0,21.0,27.0,37.0,46.0,32.0,44.0,35.0,28.0,60.0,6.0,17.0,14.0,4.0,34.0,14.0,35.0,9.0,10.0,14.0,59.0,54.0,59.0,47.0,45.0
17,17.0,Louis Lord,58.0,77.0,450000.0,500.0,10.0,7.0,13.0,28.0,8.0,12.0,13.0,10.0,27.0,19.0,28.0,25.0,31.0,42.0,26.0,42.0,35.0,25.0,71.0,7.0,22.0,14.0,5.0,28.0,11.0,29.0,8.0,10.0,14.0,62.0,56.0,56.0,58.0,60.0
19,19.0,Noah Raveyre,56.0,74.0,325000.0,500.0,11.0,7.0,13.0,24.0,10.0,10.0,11.0,14.0,20.0,15.0,22.0,18.0,19.0,45.0,53.0,44.0,56.0,20.0,49.0,6.0,22.0,9.0,7.0,38.0,17.0,28.0,7.0,13.0,11.0,54.0,52.0,59.0,56.0,60.0
27,27.0,Abdulkadir Taşdan,55.0,68.0,250000.0,800.0,13.0,9.0,11.0,29.0,8.0,12.0,12.0,14.0,19.0,18.0,19.0,28.0,22.0,45.0,23.0,39.0,30.0,24.0,63.0,6.0,23.0,12.0,7.0,33.0,18.0,30.0,8.0,13.0,14.0,56.0,59.0,52.0,50.0,58.0
29,29.0,Igor Lucatelli,51.0,62.0,110000.0,500.0,13.0,6.0,10.0,18.0,8.0,10.0,10.0,13.0,24.0,16.0,26.0,24.0,36.0,44.0,28.0,35.0,36.0,22.0,72.0,7.0,27.0,6.0,4.0,25.0,13.0,38.0,9.0,14.0,11.0,58.0,45.0,47.0,46.0,54.0
31,31.0,Edoardo Corvi,51.0,58.0,100000.0,500.0,13.0,8.0,11.0,32.0,9.0,7.0,13.0,18.0,37.0,16.0,25.0,26.0,38.0,35.0,49.0,38.0,64.0,24.0,54.0,9.0,28.0,6.0,9.0,39.0,12.0,25.0,7.0,17.0,13.0,58.0,56.0,50.0,46.0,49.0
38,38.0,Víctor Wehbi Aznar Ussen,62.0,75.0,825000.0,2000.0,13.0,7.0,19.0,35.0,11.0,14.0,14.0,13.0,28.0,18.0,30.0,28.0,35.0,49.0,45.0,47.0,62.0,27.0,70.0,5.0,26.0,15.0,6.0,39.0,20.0,31.0,7.0,18.0,22.0,62.0,60.0,62.0,63.0,65.0
42,42.0,Javier Garrido López,59.0,79.0,550000.0,500.0,11.0,7.0,12.0,21.0,6.0,9.0,14.0,13.0,20.0,19.0,27.0,29.0,24.0,45.0,38.0,50.0,47.0,23.0,43.0,6.0,20.0,7.0,7.0,28.0,16.0,36.0,8.0,11.0,16.0,60.0,53.0,67.0,57.0,65.0
50,50.0,Mattia Chiesa,65.0,73.0,1400000.0,3000.0,14.0,10.0,12.0,30.0,11.0,17.0,19.0,20.0,31.0,18.0,39.0,40.0,51.0,63.0,45.0,50.0,49.0,28.0,69.0,12.0,29.0,13.0,11.0,37.0,21.0,49.0,8.0,20.0,19.0,67.0,62.0,67.0,61.0,65.0
51,51.0,Giovanni Garofani,61.0,77.0,750000.0,4000.0,12.0,6.0,12.0,25.0,6.0,14.0,14.0,11.0,22.0,19.0,35.0,32.0,34.0,42.0,36.0,44.0,50.0,28.0,63.0,6.0,16.0,7.0,6.0,21.0,15.0,31.0,6.0,13.0,10.0,65.0,64.0,58.0,58.0,65.0
55,55.0,Yann Lienard,60.0,78.0,575000.0,2000.0,9.0,3.0,12.0,30.0,4.0,6.0,34.0,18.0,21.0,13.0,23.0,22.0,33.0,45.0,26.0,45.0,39.0,27.0,66.0,8.0,21.0,7.0,3.0,31.0,11.0,36.0,4.0,13.0,11.0,59.0,61.0,60.0,63.0,61.0
14,14.0,Sergio Asenjo Andrés,78.0,78.0,4600000.0,19000.0,24.0,14.0,13.0,39.0,15.0,15.0,23.0,22.0,39.0,14.0,59.0,54.0,62.0,78.0,58.0,58.0,72.0,39.0,71.0,13.0,20.0,22.0,12.0,46.0,15.0,64.0,24.0,15.0,14.0,78.0,76.0,77.0,76.0,78.0
41,41.0,Ádám Bogdán,64.0,64.0,100000.0,500.0,15.0,11.0,11.0,16.0,11.0,11.0,18.0,12.0,12.0,18.0,52.0,56.0,35.0,62.0,41.0,51.0,63.0,33.0,74.0,14.0,20.0,24.0,13.0,38.0,18.0,49.0,22.0,11.0,16.0,61.0,61.0,68.0,68.0,62.0
48,48.0,Ron-Robert Zieler,74.0,74.0,1400000.0,18000.0,15.0,10.0,13.0,25.0,12.0,12.0,11.0,10.0,22.0,22.0,46.0,50.0,43.0,75.0,41.0,53.0,69.0,32.0,55.0,14.0,32.0,21.0,15.0,42.0,24.0,58.0,20.0,12.0,13.0,72.0,71.0,70.0,75.0,76.0
4,4.0,Lucas Bonelli,59.0,69.0,400000.0,500.0,14.0,7.0,12.0,23.0,5.0,12.0,11.0,14.0,23.0,18.0,45.0,46.0,34.0,46.0,42.0,42.0,60.0,28.0,52.0,8.0,26.0,19.0,11.0,47.0,14.0,29.0,13.0,12.0,12.0,61.0,58.0,56.0,61.0,60.0
16,16.0,David Puntigam,54.0,69.0,220000.0,500.0,10.0,7.0,10.0,17.0,6.0,8.0,12.0,10.0,15.0,15.0,26.0,17.0,32.0,36.0,41.0,38.0,59.0,24.0,58.0,5.0,17.0,8.0,5.0,21.0,13.0,23.0,9.0,11.0,12.0,57.0,51.0,51.0,54.0,60.0
46,46.0,Vitor Eudes de Souza Costa,64.0,73.0,1100000.0,2000.0,14.0,7.0,13.0,29.0,6.0,10.0,11.0,12.0,24.0,11.0,23.0,27.0,36.0,55.0,26.0,46.0,30.0,22.0,66.0,8.0,20.0,8.0,5.0,27.0,11.0,25.0,6.0,13.0,12.0,69.0,60.0,61.0,62.0,66.0
49,49.0,Laureano Martinez,61.0,72.0,600000.0,800.0,11.0,8.0,13.0,25.0,5.0,5.0,10.0,10.0,24.0,17.0,23.0,24.0,27.0,40.0,34.0,44.0,41.0,23.0,62.0,9.0,27.0,12.0,6.0,51.0,16.0,27.0,7.0,11.0,10.0,63.0,62.0,59.0,61.0,64.0
58,58.0,Patryk Prange,52.0,63.0,140000.0,500.0,13.0,6.0,11.0,28.0,8.0,6.0,11.0,11.0,18.0,19.0,15.0,26.0,39.0,47.0,33.0,35.0,54.0,21.0,64.0,7.0,27.0,10.0,4.0,31.0,10.0,37.0,9.0,14.0,12.0,51.0,54.0,46.0,49.0,52.0
1,1.0,Evan Ovendale,51.0,61.0,100000.0,500.0,13.0,6.0,11.0,23.0,9.0,9.0,13.0,11.0,19.0,16.0,38.0,36.0,32.0,46.0,37.0,36.0,50.0,18.0,49.0,9.0,21.0,7.0,7.0,32.0,15.0,26.0,9.0,11.0,11.0,51.0,50.0,48.0,50.0,52.0
5,5.0,Ali Yilmuz,61.0,62.0,300000.0,900.0,11.0,6.0,9.0,21.0,6.0,12.0,10.0,9.0,19.0,17.0,24.0,40.0,40.0,60.0,39.0,39.0,68.0,28.0,71.0,7.0,24.0,10.0,6.0,29.0,15.0,48.0,8.0,9.0,12.0,63.0,54.0,52.0,60.0,63.0
18,18.0,David Kleinhensl,60.0,68.0,475000.0,550.0,10.0,9.0,12.0,23.0,8.0,9.0,10.0,8.0,20.0,17.0,51.0,58.0,60.0,52.0,55.0,49.0,70.0,29.0,59.0,9.0,20.0,8.0,6.0,48.0,12.0,49.0,9.0,10.0,13.0,59.0,54.0,65.0,63.0,60.0
24,24.0,Thomas Gillier,57.0,74.0,375000.0,500.0,12.0,6.0,12.0,20.0,9.0,7.0,11.0,10.0,22.0,12.0,16.0,28.0,33.0,52.0,32.0,42.0,40.0,22.0,41.0,5.0,18.0,9.0,7.0,27.0,12.0,29.0,7.0,11.0,12.0,59.0,54.0,56.0,54.0,57.0
27,27.0,Nick O'Connell,52.0,65.0,170000.0,500.0,11.0,8.0,11.0,21.0,9.0,11.0,12.0,13.0,15.0,18.0,24.0,19.0,28.0,42.0,43.0,42.0,62.0,18.0,45.0,7.0,21.0,10.0,7.0,32.0,13.0,39.0,5.0,14.0,12.0,55.0,48.0,56.0,51.0,54.0
33,33.0,Louis Hood,50.0,63.0,90000.0,500.0,14.0,8.0,11.0,24.0,8.0,10.0,13.0,12.0,28.0,18.0,22.0,28.0,27.0,46.0,47.0,36.0,56.0,20.0,49.0,7.0,17.0,7.0,7.0,30.0,10.0,22.0,6.0,12.0,14.0,51.0,48.0,48.0,48.0,50.0
38,38.0,Owen Foster,51.0,66.0,120000.0,500.0,10.0,7.0,11.0,24.0,6.0,6.0,11.0,10.0,15.0,18.0,17.0,20.0,27.0,42.0,57.0,37.0,56.0,18.0,53.0,5.0,24.0,6.0,5.0,21.0,15.0,38.0,6.0,14.0,12.0,51.0,53.0,49.0,51.0,49.0
41,41.0,Magnus Rugland Ree,54.0,73.0,240000.0,500.0,14.0,5.0,14.0,17.0,5.0,11.0,14.0,12.0,27.0,14.0,27.0,16.0,23.0,47.0,49.0,43.0,57.0,22.0,47.0,6.0,25.0,9.0,4.0,28.0,17.0,39.0,5.0,14.0,13.0,55.0,54.0,57.0,52.0,52.0
43,43.0,Dermot Mee,53.0,69.0,210000.0,1000.0,13.0,6.0,10.0,26.0,7.0,7.0,11.0,13.0,22.0,19.0,31.0,18.0,22.0,51.0,44.0,36.0,60.0,28.0,54.0,7.0,30.0,12.0,6.0,34.0,16.0,35.0,9.0,12.0,13.0,55.0,52.0,48.0,52.0,51.0
45,45.0,Marius Tollefsen,55.0,63.0,250000.0,500.0,13.0,10.0,15.0,29.0,11.0,10.0,13.0,15.0,24.0,20.0,32.0,34.0,38.0,40.0,39.0,42.0,48.0,25.0,48.0,10.0,23.0,12.0,12.0,35.0,18.0,35.0,14.0,13.0,13.0,56.0,54.0,56.0,53.0,58.0
49,49.0,Casper Andersson,54.0,74.0,250000.0,500.0,20.0,9.0,12.0,26.0,14.0,13.0,14.0,20.0,30.0,11.0,31.0,30.0,28.0,33.0,45.0,41.0,53.0,29.0,52.0,12.0,20.0,14.0,8.0,31.0,21.0,33.0,9.0,12.0,14.0,57.0,55.0,54.0,52.0,58.0
52,52.0,Mio Backhaus,58.0,78.0,500000.0,500.0,10.0,8.0,12.0,22.0,8.0,13.0,13.0,13.0,22.0,19.0,15.0,24.0,39.0,39.0,29.0,43.0,36.0,25.0,57.0,6.0,18.0,13.0,4.0,29.0,12.0,32.0,7.0,10.0,11.0,61.0,55.0,57.0,57.0,63.0
2,2.0,Halil Bağcı,53.0,69.0,210000.0,500.0,12.0,8.0,20.0,27.0,15.0,12.0,12.0,12.0,25.0,22.0,39.0,32.0,22.0,48.0,46.0,43.0,45.0,35.0,54.0,9.0,28.0,15.0,8.0,48.0,15.0,41.0,10.0,15.0,14.0,54.0,54.0,57.0,50.0,53.0
10,10.0,唐嘉年,49.0,56.0,80000.0,750.0,12.0,9.0,15.0,20.0,10.0,12.0,11.0,15.0,26.0,13.0,20.0,24.0,32.0,33.0,46.0,35.0,51.0,22.0,50.0,8.0,16.0,12.0,10.0,26.0,14.0,32.0,15.0,12.0,13.0,46.0,51.0,46.0,52.0,53.0
26,26.0,Seong Jun Min,54.0,66.0,230000.0,500.0,12.0,11.0,13.0,33.0,12.0,12.0,23.0,12.0,42.0,23.0,33.0,33.0,42.0,52.0,45.0,41.0,45.0,40.0,65.0,24.0,33.0,13.0,15.0,44.0,15.0,36.0,22.0,12.0,14.0,55.0,52.0,54.0,56.0,50.0
37,37.0,霍深坪,50.0,60.0,80000.0,500.0,10.0,8.0,12.0,29.0,7.0,8.0,10.0,13.0,15.0,15.0,17.0,15.0,31.0,39.0,39.0,43.0,45.0,26.0,53.0,7.0,25.0,6.0,6.0,32.0,14.0,23.0,9.0,14.0,12.0,51.0,48.0,57.0,53.0,48.0
40,40.0,阿斯汗,48.0,63.0,90000.0,500.0,11.0,8.0,11.0,25.0,9.0,7.0,10.0,10.0,18.0,11.0,18.0,22.0,35.0,38.0,37.0,36.0,49.0,26.0,58.0,6.0,21.0,8.0,7.0,24.0,14.0,27.0,8.0,13.0,13.0,48.0,51.0,48.0,41.0,53.0
59,59.0,Max Weiß,56.0,76.0,350000.0,500.0,10.0,6.0,11.0,30.0,8.0,5.0,11.0,14.0,29.0,13.0,27.0,25.0,29.0,39.0,40.0,44.0,51.0,16.0,62.0,6.0,17.0,11.0,4.0,34.0,13.0,31.0,9.0,13.0,10.0,60.0,57.0,58.0,48.0,64.0
27,27.0,Gianluigi Donnarumma,88.0,92.0,103500000.0,110000.0,12.0,12.0,12.0,36.0,8.0,28.0,12.0,14.0,34.0,30.0,50.0,55.0,64.0,85.0,38.0,59.0,72.0,34.0,72.0,18.0,30.0,26.0,14.0,60.0,24.0,65.0,20.0,14.0,16.0,90.0,83.0,79.0,85.0,89.0
32,32.0,Gregor Kobel,84.0,88.0,48000000.0,44000.0,13.0,10.0,13.0,39.0,10.0,24.0,13.0,12.0,33.0,34.0,38.0,51.0,37.0,82.0,29.0,56.0,68.0,30.0,81.0,10.0,24.0,14.0,10.0,59.0,12.0,66.0,15.0,15.0,15.0,84.0,84.0,74.0,81.0,88.0
1,1.0,Cristian Geist,60.0,68.0,475000.0,1000.0,12.0,7.0,14.0,16.0,7.0,13.0,11.0,11.0,29.0,18.0,15.0,31.0,33.0,59.0,24.0,43.0,35.0,18.0,73.0,8.0,22.0,10.0,5.0,30.0,13.0,31.0,9.0,13.0,12.0,59.0,61.0,57.0,54.0,64.0
9,9.0,Pablo Valencia García,62.0,70.0,775000.0,2000.0,10.0,8.0,10.0,25.0,5.0,9.0,10.0,14.0,23.0,14.0,20.0,25.0,30.0,45.0,39.0,45.0,44.0,25.0,45.0,9.0,27.0,13.0,8.0,28.0,16.0,32.0,6.0,14.0,14.0,66.0,61.0,60.0,59.0,67.0
13,13.0,Marc Vidal Girona,58.0,66.0,400000.0,850.0,14.0,5.0,14.0,23.0,8.0,5.0,10.0,10.0,28.0,15.0,31.0,29.0,26.0,52.0,49.0,48.0,56.0,19.0,42.0,7.0,20.0,10.0,4.0,37.0,18.0,29.0,5.0,11.0,11.0,60.0,61.0,64.0,52.0,58.0
15,15.0,Luis Federico López Andúgar,63.0,76.0,1000000.0,11000.0,11.0,7.0,11.0,15.0,7.0,10.0,13.0,12.0,15.0,15.0,31.0,29.0,33.0,60.0,21.0,44.0,55.0,18.0,49.0,8.0,23.0,12.0,4.0,35.0,13.0,30.0,7.0,13.0,10.0,66.0,62.0,58.0,58.0,63.0
22,22.0,Rubén Castellanos,58.0,68.0,375000.0,1000.0,12.0,8.0,12.0,26.0,7.0,8.0,11.0,12.0,18.0,19.0,33.0,28.0,31.0,41.0,46.0,46.0,56.0,21.0,49.0,9.0,16.0,13.0,6.0,27.0,17.0,24.0,6.0,14.0,10.0,59.0,57.0,61.0,56.0,63.0
23,23.0,Arnau Fàbrega Mañas,57.0,70.0,350000.0,800.0,15.0,10.0,12.0,30.0,7.0,11.0,11.0,13.0,28.0,19.0,23.0,28.0,37.0,48.0,34.0,41.0,43.0,21.0,51.0,8.0,18.0,11.0,10.0,22.0,18.0,33.0,6.0,16.0,15.0,59.0,53.0,55.0,54.0,64.0
24,24.0,Aritz de Miguel Martín,58.0,70.0,450000.0,900.0,12.0,6.0,13.0,20.0,9.0,8.0,11.0,13.0,16.0,18.0,17.0,24.0,38.0,52.0,46.0,41.0,62.0,28.0,48.0,8.0,25.0,14.0,9.0,24.0,15.0,25.0,9.0,14.0,12.0,59.0,61.0,55.0,53.0,58.0
25,25.0,Gorka San Nicolás Gil,58.0,69.0,400000.0,850.0,12.0,6.0,12.0,23.0,9.0,8.0,13.0,11.0,25.0,12.0,27.0,18.0,38.0,51.0,42.0,42.0,61.0,27.0,52.0,7.0,18.0,15.0,8.0,27.0,19.0,35.0,10.0,13.0,10.0,60.0,56.0,56.0,56.0,60.0
29,29.0,Rashed Al Muwainea,49.0,57.0,90000.0,2000.0,14.0,7.0,13.0,18.0,7.0,6.0,12.0,14.0,17.0,11.0,35.0,29.0,37.0,35.0,52.0,36.0,60.0,25.0,37.0,8.0,17.0,11.0,7.0,27.0,18.0,25.0,8.0,11.0,12.0,51.0,48.0,48.0,44.0,54.0
41,41.0,Noah Kruth,62.0,69.0,650000.0,750.0,13.0,8.0,13.0,25.0,5.0,8.0,12.0,12.0,29.0,10.0,25.0,30.0,21.0,40.0,32.0,48.0,40.0,26.0,43.0,8.0,21.0,13.0,4.0,35.0,12.0,36.0,6.0,13.0,11.0,65.0,64.0,64.0,63.0,63.0
43,43.0,Sem Westerveld,64.0,77.0,1200000.0,800.0,14.0,8.0,13.0,16.0,6.0,10.0,10.0,11.0,24.0,18.0,25.0,32.0,33.0,53.0,22.0,46.0,42.0,21.0,40.0,7.0,19.0,8.0,8.0,27.0,13.0,30.0,7.0,11.0,11.0,65.0,63.0,61.0,64.0,66.0
3,3.0,Arthur Okonkwo,64.0,75.0,1100000.0,7000.0,10.0,6.0,12.0,33.0,7.0,9.0,12.0,20.0,20.0,17.0,44.0,44.0,40.0,59.0,31.0,44.0,50.0,29.0,50.0,7.0,20.0,11.0,6.0,30.0,19.0,30.0,13.0,13.0,12.0,63.0,61.0,59.0,64.0,65.0
9,9.0,Ángel David Alonzo Meneses,56.0,73.0,160000.0,700.0,11.0,7.0,10.0,22.0,8.0,7.0,13.0,10.0,16.0,11.0,30.0,35.0,40.0,53.0,47.0,44.0,67.0,24.0,58.0,5.0,16.0,14.0,6.0,44.0,16.0,22.0,8.0,10.0,13.0,56.0,51.0,58.0,53.0,61.0
19,19.0,João Nuno Figueiredo Valido,65.0,72.0,1200000.0,1000.0,12.0,7.0,10.0,19.0,6.0,14.0,10.0,13.0,24.0,19.0,25.0,26.0,47.0,64.0,41.0,50.0,56.0,23.0,55.0,5.0,16.0,8.0,8.0,41.0,19.0,30.0,9.0,10.0,10.0,63.0,65.0,66.0,65.0,64.0
26,26.0,Jacob Mikael Widell Zetterström,68.0,76.0,2300000.0,2000.0,13.0,17.0,13.0,21.0,8.0,12.0,14.0,14.0,20.0,13.0,16.0,27.0,19.0,50.0,26.0,53.0,33.0,17.0,60.0,9.0,18.0,13.0,6.0,25.0,12.0,36.0,6.0,13.0,11.0,74.0,67.0,70.0,64.0,69.0
32,32.0,Mohammed Saeed Bu Sanda Ahmed Theyab Al Falahi,61.0,64.0,325000.0,500.0,14.0,8.0,14.0,23.0,8.0,11.0,12.0,10.0,24.0,17.0,35.0,37.0,36.0,59.0,48.0,40.0,57.0,28.0,61.0,7.0,26.0,6.0,4.0,38.0,12.0,37.0,8.0,13.0,13.0,61.0,61.0,53.0,59.0,62.0
34,34.0,Khalid Eisa Mohamed Bilal,71.0,71.0,925000.0,650.0,14.0,9.0,13.0,22.0,9.0,12.0,10.0,11.0,21.0,20.0,51.0,46.0,56.0,71.0,53.0,45.0,73.0,27.0,46.0,8.0,18.0,13.0,8.0,50.0,19.0,49.0,12.0,11.0,11.0,71.0,66.0,60.0,70.0,76.0
58,58.0,Diego Altube Suárez,64.0,75.0,1100000.0,1000.0,11.0,8.0,14.0,27.0,6.0,12.0,14.0,14.0,29.0,14.0,17.0,15.0,29.0,62.0,37.0,48.0,53.0,25.0,59.0,8.0,25.0,8.0,5.0,32.0,12.0,33.0,6.0,14.0,14.0,63.0,61.0,64.0,62.0,66.0
7,7.0,Thomas Chesneau,56.0,64.0,275000.0,650.0,12.0,11.0,14.0,27.0,8.0,19.0,12.0,10.0,22.0,23.0,36.0,30.0,47.0,50.0,27.0,41.0,30.0,38.0,63.0,8.0,35.0,10.0,8.0,38.0,16.0,35.0,12.0,14.0,13.0,60.0,52.0,55.0,52.0,60.0
10,10.0,Benjamin Schubert,56.0,60.0,160000.0,1000.0,11.0,7.0,10.0,21.0,8.0,10.0,10.0,10.0,17.0,14.0,24.0,31.0,33.0,48.0,48.0,44.0,59.0,26.0,48.0,8.0,22.0,11.0,4.0,29.0,15.0,35.0,8.0,12.0,13.0,58.0,57.0,59.0,57.0,50.0
26,26.0,José Arbio,58.0,70.0,425000.0,500.0,10.0,9.0,12.0,19.0,6.0,9.0,12.0,12.0,27.0,19.0,29.0,17.0,50.0,61.0,33.0,43.0,47.0,22.0,50.0,6.0,19.0,11.0,5.0,24.0,16.0,28.0,7.0,13.0,12.0,61.0,58.0,57.0,49.0,60.0
36,36.0,Jeimes Menezes de Almeida,63.0,73.0,925000.0,1000.0,13.0,8.0,12.0,22.0,9.0,9.0,12.0,10.0,21.0,15.0,30.0,28.0,27.0,45.0,39.0,47.0,55.0,28.0,67.0,9.0,19.0,12.0,8.0,39.0,14.0,40.0,5.0,12.0,12.0,64.0,63.0,63.0,63.0,66.0
55,55.0,Frank Feller,59.0,69.0,400000.0,500.0,12.0,7.0,13.0,25.0,7.0,5.0,10.0,11.0,21.0,18.0,29.0,32.0,35.0,33.0,43.0,47.0,60.0,26.0,41.0,6.0,24.0,10.0,6.0,40.0,13.0,40.0,8.0,14.0,13.0,61.0,60.0,63.0,62.0,60.0
4,4.0,Thomas Chesneau,56.0,64.0,275000.0,650.0,12.0,11.0,14.0,27.0,8.0,19.0,12.0,10.0,22.0,23.0,36.0,30.0,47.0,50.0,27.0,41.0,30.0,38.0,63.0,8.0,35.0,10.0,8.0,38.0,16.0,35.0,12.0,14.0,13.0,60.0,52.0,55.0,52.0,60.0
7,7.0,Benjamin Schubert,56.0,60.0,160000.0,1000.0,11.0,7.0,10.0,21.0,8.0,10.0,10.0,10.0,17.0,14.0,24.0,31.0,33.0,48.0,48.0,44.0,59.0,26.0,48.0,8.0,22.0,11.0,4.0,29.0,15.0,35.0,8.0,12.0,13.0,58.0,57.0,59.0,57.0,50.0
23,23.0,José Arbio,58.0,70.0,425000.0,500.0,10.0,9.0,12.0,19.0,6.0,9.0,12.0,12.0,27.0,19.0,29.0,17.0,50.0,61.0,33.0,43.0,47.0,22.0,50.0,6.0,19.0,11.0,5.0,24.0,16.0,28.0,7.0,13.0,12.0,61.0,58.0,57.0,49.0,60.0
33,33.0,Jeimes Menezes de Almeida,63.0,73.0,925000.0,1000.0,13.0,8.0,12.0,22.0,9.0,9.0,12.0,10.0,21.0,15.0,30.0,28.0,27.0,45.0,39.0,47.0,55.0,28.0,67.0,9.0,19.0,12.0,8.0,39.0,14.0,40.0,5.0,12.0,12.0,64.0,63.0,63.0,63.0,66.0
52,52.0,Frank Feller,59.0,69.0,400000.0,500.0,12.0,7.0,13.0,25.0,7.0,5.0,10.0,11.0,21.0,18.0,29.0,32.0,35.0,33.0,43.0,47.0,60.0,26.0,41.0,6.0,24.0,10.0,6.0,40.0,13.0,40.0,8.0,14.0,13.0,61.0,60.0,63.0,62.0,60.0
59,59.0,Nando Verdoni,54.0,71.0,240000.0,500.0,10.0,6.0,11.0,24.0,6.0,6.0,10.0,14.0,29.0,19.0,26.0,29.0,31.0,49.0,33.0,44.0,40.0,17.0,50.0,5.0,21.0,13.0,6.0,28.0,19.0,39.0,6.0,10.0,13.0,55.0,51.0,59.0,53.0,56.0
5,5.0,Martin Jedlička,70.0,74.0,1800000.0,500.0,11.0,6.0,16.0,31.0,6.0,11.0,13.0,14.0,55.0,22.0,33.0,37.0,28.0,68.0,26.0,50.0,44.0,22.0,62.0,8.0,34.0,12.0,9.0,41.0,12.0,38.0,11.0,12.0,13.0,68.0,69.0,66.0,67.0,71.0
7,7.0,麦高崚,50.0,58.0,90000.0,900.0,14.0,7.0,12.0,23.0,8.0,12.0,12.0,13.0,21.0,17.0,31.0,26.0,30.0,42.0,31.0,38.0,42.0,29.0,52.0,8.0,24.0,15.0,8.0,31.0,13.0,32.0,12.0,14.0,16.0,48.0,52.0,51.0,48.0,51.0
13,13.0,侯宇,60.0,60.0,130000.0,1000.0,12.0,8.0,11.0,19.0,5.0,7.0,13.0,10.0,29.0,16.0,15.0,27.0,24.0,46.0,24.0,37.0,33.0,18.0,64.0,5.0,28.0,11.0,8.0,34.0,10.0,26.0,9.0,13.0,12.0,64.0,59.0,49.0,58.0,63.0
17,17.0,邓雄涛,48.0,61.0,100000.0,500.0,12.0,9.0,13.0,21.0,8.0,9.0,9.0,8.0,26.0,12.0,22.0,18.0,30.0,32.0,26.0,40.0,32.0,15.0,60.0,10.0,23.0,12.0,8.0,25.0,6.0,26.0,9.0,9.0,10.0,48.0,49.0,53.0,50.0,48.0
23,23.0,赵博,60.0,62.0,210000.0,1000.0,13.0,9.0,13.0,16.0,9.0,8.0,12.0,13.0,22.0,13.0,21.0,16.0,32.0,46.0,33.0,40.0,50.0,26.0,53.0,7.0,18.0,13.0,12.0,38.0,15.0,31.0,12.0,13.0,15.0,60.0,57.0,53.0,58.0,67.0
